Job Title,Job Link,Company Name,Location,Salary,Post Date,Job Description,Skills,Last Date to Apply,Expiry
GREAT OPPORTUNITY FOR FRESHERS IN HDFC BANK DSA,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=D5%2BaBlKttMQ%3D&RowId=D5%2BaBlKttMQ%3D&OJ=7k4L7QQ5IOM%3D,PASSPORT JEANS PRIVATE LIMITED,All India,216000 - 336000 (per annum),2025-06-25,"HIRING FRESHER CANDIDATES FOR IN HOUSE KYC VERIFICATION EXECUTIVE HR Department- 9147402111 . MALE AND FEMALE BOTH CAN APPLY.QUALIFICATION-12 PASS TO ANY GRADUATE.AGE BETWEEN-18 YEARS TO 35 YEARS. POST OF JOB PROFILE-BACK OFFICE EXECUTIVE,CASA OFFICER,DATA ENTRY OPERATOR,KYC VERIFICATION OFFICER ETC...",KYC VERIFICATION;Operator;CASA;GOOD COMUNACATION SKILL,2025-07-25,Currently Open
Security Guard,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=8CKcQ6WBpmA%3D&RowId=8CKcQ6WBpmA%3D&OJ=7k4L7QQ5IOM%3D,BABUS HOSTELS AND SERVICED RESIDENCIES PRIVATE LIMITED,Coimbatore; Tamil Nadu,144000 - 180000 (per annum),2025-06-23,"The Security Guard is responsible for ensuring the safety and security of the residents, staff, and property of the service apartment. This includes monitoring access, patrolling the premises, responding to emergencies, and enforcing property rules to provide a secure and peaceful environment for al...",Security;premises;emergencies;RESIDENTS;apartment,2025-07-23,Currently Open
Administrative Manager,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=DFpd4W0SYVg%3D&RowId=DFpd4W0SYVg%3D&OJ=7k4L7QQ5IOM%3D,BABUS HOSTELS AND SERVICED RESIDENCIES PRIVATE LIMITED,Coimbatore; Tamil Nadu,240000 - 300000 (per annum),2025-06-23,"The Administrative Manager is responsible for overseeing the daily administrative operations of the service apartment, ensuring seamless coordination between departments, compliance with regulations, and high standards of guest service. This role supports both front-of-house and back-of-house activi...",Operations and Administration,2025-07-23,Currently Open
NEW JOB VACANCY FOR B ANDHAN BANK DSA HR MONIKA,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=uffpx8AOK%2Fw%3D&RowId=uffpx8AOK%2Fw%3D&OJ=7k4L7QQ5IOM%3D,LUCKNOW ROYAL INFRADEVELOPERS PRIVATE LIMITED,All India,144000 - 312000 (per annum),2025-06-23,"URGENT SELECTION NOTICE FOR BANK DSA. JOB PROFILE - DATA ENTRY OPERATOR, BRANCH RELATIONSHIP EXECUTI, BACK OFFICE SEGMENTS ETC. QUALIFICATION REQUIREMENT-MINIMUM HS PASS TO ANY GRADUATE. AGE BETWEEN 18 TO 32 YEARS. SKILLS - BASIC COMPUTER KNOWLEDGE, GOOD COMMUNICATION SKILLS. JOB MODE -FULL TIME PER...",Good Communication Skill;Dsa;Banking;Operator,2025-07-23,Currently Open
ADMIN AND HR,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=I6wqtHXiCFE%3D&RowId=I6wqtHXiCFE%3D&OJ=7k4L7QQ5IOM%3D,STERLING DISTILLERS PRIVATE LIMITED,Kathua; Jammu and Kashmir,Not Specified,2025-06-23,"To oversee employee relations, HR policies, compliance, payroll, benefits, and administrative functions",Decision Making;Problem Solving Skill;Leadership Skill;liasoning,2025-07-23,Currently Open
Joint Director Finance,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=4nhkL5Z6Zio%3D&RowId=4nhkL5Z6Zio%3D&OJ=7k4L7QQ5IOM%3D,CENTRE FOR DEVELOPMENT OF ADVANCED COMPUTING,Gautam Buddha Nagar; Uttar Pradesh,Max. 3500000 (per annum),2025-06-23,"Skill Sets Knowledge of Income Tax, GST & Accounting principles, Accounting statements, GFR, Budget, Taxation, Banking Job Profile Manage all financial affairs of the centre independently as per the laid down systems procedures and as per guidelines of various Governing Bodies like Income Tax, GST, ...",GST;Accounting;Finance;Banking;Taxation,2025-07-23,Currently Open
SECURITY GUARD,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=dL6NuKRzjAg%3D&RowId=dL6NuKRzjAg%3D&OJ=7k4L7QQ5IOM%3D,G4S SECURE SOLUTIONS (INDIA) PRIVATE LIMITED,All India,Not Specified,2025-06-21,we need security guard for place and various offices for various locations. 10 12 graduation can apply for this job.,Security,2025-07-21,Currently Open
Customer Care Executive,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=23cnuVpgw5U%3D&RowId=23cnuVpgw5U%3D&OJ=7k4L7QQ5IOM%3D,Cyfuture India Pvt Ltd,All India,Not Specified,2025-06-21,"We are hiring customer care executive(telecaller) for Rajasthan Sampark Helpline 181. Graduation/12th plus RSCIT is eligibility. fresher also can apply. attendance bonus 500 overtime 50 per hour, 9 hours job ,",Telecaller,2025-07-21,Currently Open
Security Supervisor,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=PNQ4ul6tTS4%3D&RowId=PNQ4ul6tTS4%3D&OJ=7k4L7QQ5IOM%3D,PROFESSIONAL HOSPITALITY & SUPPORT SERVICES,Thiruvananthapuram; Kerala,Not Specified,2025-06-20,House Keeping Supervisors for reputed hospitals malls and govt sectors across kerala which facilitate and ensure the standards of service,supervisors,2025-07-20,Currently Open
Gold Appraiser,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=vKqU0FAq2yk%3D&RowId=vKqU0FAq2yk%3D&OJ=7k4L7QQ5IOM%3D,MUTHOOT MICROFIN LIMITED,Kollam; Kerala; Thiruvananthapuram,Not Specified,2025-06-19,Leading finance company require gold appraiser and document controllers to fill up vacancies. Candidates with relevant experience can apply for this job. Minimum qualification required is graduation and above.,Finance;appraiser,2025-07-19,Currently Open
URGENT HIRING IN AXIX BANK DSA,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=3Cq7Wr8Jx9Y%3D&RowId=3Cq7Wr8Jx9Y%3D&OJ=7k4L7QQ5IOM%3D,KINGONE HEALTHCARE PROJECTS PRIVATE LIMITED,Koch Bihar; Kolkata; West Bengal; Kalimpong; Maldah; Murshidabad,216000 - 264000 (per annum),2025-06-19,"URGENT HIRING IN AXIX BANK URGENT Employment Notice in DATA ENTRY OPERATOR. Male And Female Both Can Apply For This Post. JOB ROLL - Back Office Executive Officer, Customer Service Executive Officer , KYC VERIFICATION Executive, Documentation , DATA ENTRY OPERATOR , Assistant Branch Manager Etc........",CV;KYC VERIFICATION;Banking;Operator;Pin,2025-07-19,Currently Open
BANKING EXECUTIVE AXIX BANK DSA FRESHER WELCOME,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=Zj95IuijHqE%3D&RowId=Zj95IuijHqE%3D&OJ=7k4L7QQ5IOM%3D,KINGONE HEALTHCARE PROJECTS PRIVATE LIMITED,Darjeeling; Howrah; West Bengal; Jhargram; Jalpaiguri; Hugli,216000 - 264000 (per annum),2025-06-19,"URGENT HIRING IN AXIX BANK URGENT Employment Notice in DATA ENTRY OPERATOR. Male And Female Both Can Apply For This Post. JOB ROLL - Back Office Executive Officer, Customer Service Executive Officer , KYC VERIFICATION Executive, Documentation , DATA ENTRY OPERATOR , Assistant Branch Manager Etc........",CV;KYC VERIFICATION;Banking;Operator;Pin,2025-07-19,Currently Open
RGENT HIRING FOR B A N D H A N BANK DSA,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=7BtKoEDjpkg%3D&RowId=7BtKoEDjpkg%3D&OJ=7k4L7QQ5IOM%3D,AB9 HOUSING DEVELOPERS PRIVATE LIMITED,All India,216000 - 264000 (per annum),2025-06-18,Urgent HIRING NOTICE FOR BRANCH BANKING EXECUTIVE. JOB LOCATION- ALL OVER INDIA. GENDER- MALE & FEMALE BOTH CAN APPLY. JOB PROFILE- 01. BRANCH BANKING EXECUTIVE 02. DATA ENTRY OPERATOR 03. KYC VERIFICATION OFFICER. AGE- 18 TO 35 YEARS. QUALIFICATION- MINIMUM HS TO ANY GRADUATE. CONTACT NO6290568776,KYC VERIFICATION;HS;Banking;Operator;NO6290568776,2025-07-18,Currently Open
Graphic Designer,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=kj3VW89OJck%3D&RowId=kj3VW89OJck%3D&OJ=7k4L7QQ5IOM%3D,AY TECH,Kollam; Kerala; Thiruvananthapuram,Not Specified,2025-06-18,Vacancy for graphic designers. Candidates with degree qualification with one year experience age below 30 can apply for this post.,Graphics;Design,2025-07-18,Currently Open
Full Stack Developer,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=3ciqLH7m%2BNs%3D&RowId=3ciqLH7m%2BNs%3D&OJ=7k4L7QQ5IOM%3D,AY TECH,Kollam; Kerala; Thiruvananthapuram,Not Specified,2025-06-18,"Vacancy for .Full Stack Developer. Candidates with B.Tech Computer Sc,BCA, B.Sc Com Sc And Diploma in computer Science can apply.",Data Entry;Programmer;Office Attednant,2025-07-18,Currently Open
HIRING FRESHERS IN ICICI DSA BANKING OFFICER,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=TvvU8z4kMjQ%3D&RowId=TvvU8z4kMjQ%3D&OJ=7k4L7QQ5IOM%3D,KINGONE HEALTHCARE PROJECTS PRIVATE LIMITED,Maldah; Howrah; West Bengal; Jhargram; Murshidabad; Barddhaman,216000 - 264000 (per annum),2025-06-18,"URGENT HIRING IN ICICI BANK URGENT Employment Notice in DATA ENTRY OPERATOR. Male And Female Both Can Apply For This Post. JOB ROLL - Back Office Executive Officer, Customer Service Executive Officer , KYC VERIFICATION Executive, Documentation , DATA ENTRY OPERATOR , Assistant Branch Manager Etc.......",CV;ICICI;KYC VERIFICATION;Banking;Operator,2025-07-18,Currently Open
Store Sales Executives,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=z3tj0IrALoM%3D&RowId=z3tj0IrALoM%3D&OJ=7k4L7QQ5IOM%3D,Career Planners Jammu,Jammu; Jammu and Kashmir,138000 - 144000 (per annum),2025-06-18,"Customer Engagement: Welcome customers warmly, understand their needs, and guide them to suitable products, ensuring a positive shopping experience. Product Demonstration: Showcase and explain the features of electronic products such as smartphones, laptops, and home appliances to assist customers i...",appliances;customer management;Laptops;smartphones;Demonstration Showcase,2025-07-18,Currently Open
Agency Development Manager,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=Ftd%2Bovo84DM%3D&RowId=Ftd%2Bovo84DM%3D&OJ=7k4L7QQ5IOM%3D,MAX LIFE INSURANCE,Almora; Uttarakhand,Not Specified,2025-06-18,"We are hiring agency development Manager, for max life insurance. Age 25 to 40 minimum eligibility graduate, speaking english will be desirable. minimum 18500 and depend on expereince",Development,2025-07-18,Currently Open
Financial Advisor,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=L6FTOtr%2Frx4%3D&RowId=L6FTOtr%2Frx4%3D&OJ=7k4L7QQ5IOM%3D,LIFE INSURANCE CORPORATION OF INDIA,Akola; Maharashtra,120000 - 300000 (per annum),2025-06-17,"The Minimum Qualification is 10th and above, Candidate must be presentable with good communication skills, Age must be above 18, need to visit in fields.",COMMINICATION,2025-07-17,Currently Open
ASSISATANT MANAGER,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=FgLSnucE0tU%3D&RowId=FgLSnucE0tU%3D&OJ=7k4L7QQ5IOM%3D,Rk career consultancy,All India,Not Specified,2025-06-14,"An Assistant Manager supports the daily operations of a department or business, ensuring efficiency, productivity, and high-quality service. They work closely with the Manager to implement policies, supervise team members, and ensure goals are met. Responsibilities include coordinating staff schedul...",ROLES;promoting teamwork,2025-07-14,Currently Open
VACANCY FOR B ANDHAN BANK DSA HR MONIKA,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=e5NC6lUCyE4%3D&RowId=e5NC6lUCyE4%3D&OJ=7k4L7QQ5IOM%3D,LUCKNOW ROYAL INFRADEVELOPERS PRIVATE LIMITED,Rajasthan; Uttar Pradesh; Madhya Pradesh; Maharashtra; Puducherry,144000 - 312000 (per annum),2025-06-14,"Hiring Fresher Candidates, IN BANK DSA Office Executive Selection . Best Opportunity for Fresher Candidates. Vacancy Opening LIMITED. Only For Fresher Can Apply. For Direct Interview Details call HR MONIKA 8250765209. Post Customer Service Officer. Back Office Executive. Lone Dept. Phone Banking. CA...",Good Communication Skill;Dsa;Banking,2025-07-14,Currently Open
Junior Stenographer,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=EAjSqC46rLI%3D&RowId=EAjSqC46rLI%3D&OJ=7k4L7QQ5IOM%3D,CSIR-CENTRAL ELECTROCHEMICAL RESEARCH INSTITUTE,Sivaganga; Tamil Nadu,306000 - 973200 (per annum),2025-06-14,"CSIR-CECRI invites Online Application from enthusiastic, talented Indian citizens to fill the Junior Stenographer post",Shorthand,2025-07-14,Currently Open
AIRPORT JOB URGENT HIRING FOR GROUND STAFF AND CABIN CREW CALL WHATS APP RESUME HR JHANVI,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=BlsnVGSZ5WQ%3D&RowId=BlsnVGSZ5WQ%3D&OJ=7k4L7QQ5IOM%3D,THE JOREHAUT TEA LIMITED,All India,336000 - 660000 (per annum),2025-06-13,We are hiring for the job post Airport Ground Staff / Cabin Crew / Flight Attended CALL HR JHANVI 8910289041(Whats app Resume 8910289041) INTERVIEW LOCATION : -KOLKATA .JOB LOCATION - PAN INDIA.Male & Female both can apply. QUALIFICATION -10th/ 12th / Graduate Age -18 to 38 yrs Good Communication sk...,AIRPORT;CAB;Whats App;Hour;PAN,2025-07-13,Currently Open
Architect,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=MwdUNM3mV%2Fs%3D&RowId=MwdUNM3mV%2Fs%3D&OJ=7k4L7QQ5IOM%3D,P. N. Bhobe & Associates,Mumbai; Maharashtra,300000 - 960000 (per annum),2025-06-13,"Your primary responsibilities (but not limited to) for this post are as follows: 1) Assisting the Senior architect in concept design, planning of projects, preparation of Municipal drawings, Interior layouts etc.(while adopting the formats and standards of the firm). Preparing various options for de...",drawings;submissions;elevations;DCPR 2034;feasibilities,2025-07-13,Currently Open
Meritorious sportsperson recruitment under sports Quota,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=efysSfgLoKc%3D&RowId=efysSfgLoKc%3D&OJ=7k4L7QQ5IOM%3D,"CGST BHOPAL ZONE, Central Board of Indirect taxes",All India,Not Specified,2025-06-12,"The CGST, Central Excise & Customs, Bhopal Zone invites applications from the meritorious sportsperson for recruitment under Sports Quota who fulfills eligibility conditions, such as, age, educational and other qualifications, etc., for the post of TAX ASSISTANT, Group-C (Ministerial), Pay Martix Le...",quota;CGST;meritorious sportsperson,2025-07-12,Currently Open
Business Associates,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=VPnB5inqVNs%3D&RowId=VPnB5inqVNs%3D&OJ=7k4L7QQ5IOM%3D,WINNERS ROYAL VARSHA CREDIT CO-OPERATIVE SOCIETY LIMITED,Kollam; Kerala; Thiruvananthapuram,Not Specified,2025-06-11,Fresh candidates with a flaire for marketing sales and skilled in working finance sector can apply for this vacancy.,Finance;Marketing,2025-07-11,Currently Open
Customer Relation Officer,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=AUtcU30FY08%3D&RowId=AUtcU30FY08%3D&OJ=7k4L7QQ5IOM%3D,WINNERS ROYAL VARSHA CREDIT CO-OPERATIVE SOCIETY LIMITED,Kollam; Kerala; Thiruvananthapuram,Not Specified,2025-06-11,Vacancy for customer relations officer. Graduates in any subject with one year of experience candidates can apply. Experience in customer support is desirable.,Sales,2025-07-11,Currently Open
SALES,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=rhjg78Y8hMM%3D&RowId=rhjg78Y8hMM%3D&OJ=7k4L7QQ5IOM%3D,REKHA RANI,Jhajjar; Haryana,84000 - 120000 (per annum),2025-06-10,"A Home Loan Relationship Manager is responsible Sales and Business Development: Generating leads, identifying sales opportunities, and driving home loan sales through internal and external channels.",channels,2025-07-10,Currently Open
Administration Executive,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=vR8GQDuZxBU%3D&RowId=vR8GQDuZxBU%3D&OJ=7k4L7QQ5IOM%3D,Sri Vishwakarma International Foundation Trust,Mumbai; Maharashtra,240000 - 300000 (per annum),2025-06-10,"Administrative Executive required for buyer Mumbai, Minimum Qualification -Graduate work Experience 0-5 years Job Location Mumbai company",Administration Executive,2025-07-10,Currently Open
Administrative Executive,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=8hi0hCkFaJA%3D&RowId=8hi0hCkFaJA%3D&OJ=7k4L7QQ5IOM%3D,Sri Vishwakarma International Foundation Trust,Mumbai; Maharashtra,240000 - 300000 (per annum),2025-06-10,"Administrative Executive Required 570 by Our Buyer HPCL Mumbai, Minimum Qualification -Graduate, Experience-0-3 Years Job Location Mumbai",Admin Activities;hpcl,2025-07-10,Currently Open
Office Assistant,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=TiCUyJzOp6A%3D&RowId=TiCUyJzOp6A%3D&OJ=7k4L7QQ5IOM%3D,Sri Vishwakarma International Foundation Trust,Mumbai; Maharashtra,216000 - 240000 (per annum),2025-06-10,"Required Office Assistants 60 No. Qualification-High School, Experience 0-3 years in the Department of Hindustan Petrolium Corporation Ltd Job Location-Mumbai",Assistants 60;Hindustan Petrolium,2025-07-10,Currently Open
STAFF NURSE,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=RR142CKg2ww%3D&RowId=RR142CKg2ww%3D&OJ=7k4L7QQ5IOM%3D,JEEV JANTOO PARYAVARAN SANRAKSAN EVAM MANAV KALYAN SAMITI,Bulandshahr; Uttar Pradesh,Not Specified,2025-06-09,STAFF NURSE WORK WITH 1 YEAR EXPERIENCE AS A STAFF NURSE. STAFF NURSE WORK WITH 1 YEAR EXPERIENCE AS A STAFF NURSE.,STAFF NURSE WORK,2025-07-09,Currently Open
RECRUITMENT TO THE POSTS OF TECHNICIAN ON DIRECT RECRUITMENT BASIS,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=gzwg5E7L%2Fjs%3D&RowId=gzwg5E7L%2Fjs%3D&OJ=7k4L7QQ5IOM%3D,CSIR-NATIONAL AEROSPACE LABORATORIES,Bangalore; Karnataka,Max. 462000 (per annum),2025-06-09,"CSIR-NAL is looking for bright and highly motivated Technical support staff to participate in the exciting task of Aerospace R&D, Technology Development and related applications. CSIR-NAL invites ONLINE applications for recruitment to the posts of Technician as per the details given in the advertise...",Technician,2025-07-09,Currently Open
Chowkidar,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=0FwNu7CEK1k%3D&RowId=0FwNu7CEK1k%3D&OJ=7k4L7QQ5IOM%3D,Sri Vishwakarma International Foundation Trust,Varanasi; Uttar Pradesh,102000 - 114000 (per annum),2025-06-08,Chowkidar 933 Minimum qualification - High School Experience 0-3 Years Job location Varanasi Secondary Education Department Uttar Pradesh,Chowkidar 933,2025-07-08,Expired
Gardner,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=nFgfa%2BXB4MI%3D&RowId=nFgfa%2BXB4MI%3D&OJ=7k4L7QQ5IOM%3D,LIFE FIRST CONCEPTS & TECHNOLOGIES PRIVATE LIMITED,Pune; Maharashtra,216000 - 300000 (per annum),2025-06-06,"Looking for a person who has knowledge of maintaining the garden and what kind of fertiliser to be given when cutting of the plants is required and how much water to be given to different plants, he should maintain the landscape of the factory",plants;Fertiliser,2025-07-06,Expired
Marketing Manager Online Space Selling,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=pg6WO9mDBQE%3D&RowId=pg6WO9mDBQE%3D&OJ=7k4L7QQ5IOM%3D,SENSATIONZ MEDIA & ARTS PRIVATE LIMITED,All India,24 - 36 (per annum),2025-06-06,"A Marketing Manager in the online selling space is responsible for developing and executing strategies to drive online sales, improve customer engagement, and increase brand visibility. They oversee all aspects of online marketing, including digital channels like social media, email, and search engi...",Marketing;channels;executing;space;visibility,2025-07-06,Expired
supervisor,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=2C7j77oPJ18%3D&RowId=2C7j77oPJ18%3D&OJ=7k4L7QQ5IOM%3D,NATIONAL SECURITY SERVICES,Agra; Chandauli; Uttar Pradesh; Sonbhadra; Lucknow; Jaunpur,216000 - 240000 (per annum),2025-06-05,Required ITI/Diploma/candidates for supervision of manpower for civil and mechanical Project. Preference will be given to civil and mechanical experienced candidates . interested candidates can apply,Fresher,2025-07-05,Expired
Business Development Executive,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=LD3uKYDjNzU%3D&RowId=LD3uKYDjNzU%3D&OJ=7k4L7QQ5IOM%3D,VOCATION PROJECTS INDIA PRIVATE LIMITED,Bhopal; Madhya Pradesh,Not Specified,2025-06-05,"Seeking a motivated Business Development Executive to manage client relations, handle inquiries, prepare proposals, and secure work orders. The role is based in Bhopal and requires travel across India.",Sales;Business Development;proposals,2025-07-05,Expired
Waitstaff server,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=xjFnGzsygys%3D&RowId=xjFnGzsygys%3D&OJ=7k4L7QQ5IOM%3D,M G BAKERS PRIVATE LIMITED,Punjab; Chandigarh; Rupnagar; Sahibzada Ajit Singh Nagar,Not Specified,2025-06-04,"ACCOMADATION FOR MALES ONLY. 2 TIMES Meals for MALES AND FEMALES. BOTH MALE AND FEMALE CAN APPLY. NO EDUCATION PREFERENCE . SKILL IMPORTANT. JOB LOCATION: MOHALI, ZIRAKPUR, BELA, RUPNAGAR, CHANDIGARH, DELHI",Waiter;Mohali;meals;Zirakpur;BELA,2025-07-04,Expired
NIK Bakery Housekeeping,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=%2FpiCs8zs9Nw%3D&RowId=%2FpiCs8zs9Nw%3D&OJ=7k4L7QQ5IOM%3D,M G BAKERS PRIVATE LIMITED,Punjab; Chandigarh; Rupnagar; Sahibzada Ajit Singh Nagar,Not Specified,2025-06-04,"ACCOMADATION FOR MALES ONLY. 2 TIMES MEAL. BOTH MALE AND FEMALE CAN APPLY. NO EDUCATION PREFERENCE JOB LOCATION: MOHALI, ZIRAKPUR, BELA, RUPNAGAR, CHANDIGARH, DELHI",Housekeeping;Mohali;Zirakpur;BELA,2025-07-04,Expired
PRODUCTION TRAINEE,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=VCbsUbywlR0%3D&RowId=VCbsUbywlR0%3D&OJ=7k4L7QQ5IOM%3D,Quess Corp Limited,Lucknow; Uttar Pradesh,Not Specified,2025-06-04,responsible for running errands providing daily paperwork as required and liaising with various departments according to the fluid changing requirements of a film production,paperwork;liaising;errands;Electrification,2025-07-04,Expired
DATA ENTRY OPERATOR FOR BACK OFFICE IN BANK DSA HR RANITA,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=s8NE90eFVkY%3D&RowId=s8NE90eFVkY%3D&OJ=7k4L7QQ5IOM%3D,AVI POLYMERS LIMITED,Adilabad; Mahbubnagar; Telangana; Vikarabad; Nizamabad; Hyderabad,264000 - 360000 (per annum),2025-06-03,"URGENT HIRING BANK Employment Notice in DATA ENTRY OPERATOR HR DEPARTMENT...7044983270 Male and Female Both Can Apply for This Post. Online and Offline Interview Going On. JOB ROLL - BACK OFFICE EXECUTIVE OFFICER, BRANCH BANKING , KYC VERIFICATION, CASA OFFICER, DATA ENTRY OPERATOR. Etc....... Skill...",BASIC COMPUTER KNOWLEDGE;KYC VERIFICATION;Banking;Operator;CASA,2025-07-03,Expired
General Manager Business Development Head Petrochemicals,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=u9fBE0tmKnE%3D&RowId=u9fBE0tmKnE%3D&OJ=7k4L7QQ5IOM%3D,Hindustan Petroleum Corporation Limited,All India,Not Specified,2025-06-03,Essential: 4-year full-time regular engineering course in Mechanical / Civil / Instrumentation / Electrical / Chemical / Polymer / Plastics Engineering. Desirable: 2-year full-time regular MBA course. Candidates are advised to visit HPCL website for detailed advertisement and details regarding eligi...,Polymer,2025-07-03,Expired
Deputy General Manager Polymer Expert Head Petrochemicals,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=Ae76Ig%2BRWLI%3D&RowId=Ae76Ig%2BRWLI%3D&OJ=7k4L7QQ5IOM%3D,Hindustan Petroleum Corporation Limited,All India,Not Specified,2025-06-03,"2-year full-time regular MBA course in Sales / Marketing / Operations / Supply chain AND Minimum 3-year full-time graduation in any discipline Candidates are advised to visit HPCL website for detailed advertisement and details regarding eligibility, qualification, experience, application procedure, ...",Polymer,2025-07-03,Expired
Deputy General Manager Technical Service Petrochemicals RandD Product Commercialization,https://www.ncs.gov.in/job-seeker/Pages/ViewJobDetails.aspx?A=w1BcJXzB%2BW4%3D&U=&JSID=8DginD%2B05ZY%3D&RowId=8DginD%2B05ZY%3D&OJ=7k4L7QQ5IOM%3D,Hindustan Petroleum Corporation Limited,All India,Not Specified,2025-06-03,"4-year full-time regular engineering course in Chemical Engineering. Desirable:2-year full-time regular MBA course. Candidates are advised to visit HPCL website for detailed advertisement and details regarding eligibility, qualification, experience, application procedure, reservation and relaxation.",Polymer,2025-07-03,Expired
